Sequence_ID,Binding_Score_Sum,Isolated_Id,Strain,Subtype,Collection_Date
A_Tianjin-Binhaixin_SWL1179_2023|EPI_ISL_17416531|A_/_H1N1|2023-02-13,2,EPI_ISL_17416531,A_Tianjin-Binhaixin_SWL1179_2023,A_/_H1N1,2023-02-13
A_Tianjin-Binhaixin_SWL1627_2018|EPI_ISL_336899|A_/_H1N1|2018-12-17,0,EPI_ISL_336899,A_Tianjin-Binhaixin_SWL1627_2018,A_/_H1N1,2018-12-17
A_Tianjin-Binhaixin_SWL395_2018|EPI_ISL_337362|A_/_H1N1|2019-01-02,0,EPI_ISL_337362,A_Tianjin-Binhaixin_SWL395_2018,A_/_H1N1,2019-01-02
A_Tianjin-Hebei_SWL157_2010|EPI_ISL_75008|A_/_H1N1|2010-01-26,0,EPI_ISL_75008,A_Tianjin-Hebei_SWL157_2010,A_/_H1N1,2010-01-26
A_Tianjin-Hedong_SWL1196_2023|EPI_ISL_18068934|A_/_H1N1|2023-03-07,4,EPI_ISL_18068934,A_Tianjin-Hedong_SWL1196_2023,A_/_H1N1,2023-03-07
A_Tianjin-Hedong_SWL1508_2019|EPI_ISL_402273|A_/_H1N1|2019-11-05,0,EPI_ISL_402273,A_Tianjin-Hedong_SWL1508_2019,A_/_H1N1,2019-11-05
A_Tianjin-Hedong_SWL8193_2024|EPI_ISL_19675094|A_/_H1N1|2024-11-05,2,EPI_ISL_19675094,A_Tianjin-Hedong_SWL8193_2024,A_/_H1N1,2024-11-05
A_Tianjin-Heping_SWL1221_2024|EPI_ISL_19675081|A_/_H1N1|2024-12-09,2,EPI_ISL_19675081,A_Tianjin-Heping_SWL1221_2024,A_/_H1N1,2024-12-09
A_Tianjin-Hexi_SWL113_2010|EPI_ISL_74888|A_/_H1N1|2010-01-05,0,EPI_ISL_74888,A_Tianjin-Hexi_SWL113_2010,A_/_H1N1,2010-01-05
A_Tianjin-Hexi_SWL11_2010|EPI_ISL_74887|A_/_H1N1|2010-01-03,0,EPI_ISL_74887,A_Tianjin-Hexi_SWL11_2010,A_/_H1N1,2010-01-03
A_Tianjin-Hexi_SWL123_2010|EPI_ISL_74908|A_/_H1N1|2010-01-11,0,EPI_ISL_74908,A_Tianjin-Hexi_SWL123_2010,A_/_H1N1,2010-01-11
A_Tianjin-Hexi_SWL138_2010|EPI_ISL_74909|A_/_H1N1|2010-01-12,0,EPI_ISL_74909,A_Tianjin-Hexi_SWL138_2010,A_/_H1N1,2010-01-12
A_Tianjin-Hexi_SWL195_2010|EPI_ISL_75033|A_/_H1N1|2010-02-01,0,EPI_ISL_75033,A_Tianjin-Hexi_SWL195_2010,A_/_H1N1,2010-02-01
A_Tianjin-Hongqiao_SWL1192_2023|EPI_ISL_18068983|A_/_H1N1|2023-03-06,2,EPI_ISL_18068983,A_Tianjin-Hongqiao_SWL1192_2023,A_/_H1N1,2023-03-06
A_Tianjin-Jinnan_SWL1119_2023|EPI_ISL_17416536|A_/_H1N1|2023-02-07,2,EPI_ISL_17416536,A_Tianjin-Jinnan_SWL1119_2023,A_/_H1N1,2023-02-07
A_Tianjin-Jinnan_SWL1121_2023|EPI_ISL_17416537|A_/_H1N1|2023-02-13,2,EPI_ISL_17416537,A_Tianjin-Jinnan_SWL1121_2023,A_/_H1N1,2023-02-13
A_Tianjin-Jinnan_SWL1127_2023|EPI_ISL_17416533|A_/_H1N1|2023-02-14,2,EPI_ISL_17416533,A_Tianjin-Jinnan_SWL1127_2023,A_/_H1N1,2023-02-14
A_Tianjin-Jinnan_SWL1128_2017|EPI_ISL_270735|A_/_H1N1|2017-02-07,0,EPI_ISL_270735,A_Tianjin-Jinnan_SWL1128_2017,A_/_H1N1,2017-02-07
A_Tianjin-Jinnan_SWL1472_2018|EPI_ISL_334596|A_/_H1N1|2018-10-15,0,EPI_ISL_334596,A_Tianjin-Jinnan_SWL1472_2018,A_/_H1N1,2018-10-15
A_Tianjin-Jinnan_SWL1493_2018|EPI_ISL_334597|A_/_H1N1|2018-10-22,0,EPI_ISL_334597,A_Tianjin-Jinnan_SWL1493_2018,A_/_H1N1,2018-10-22
A_Tianjin-Jinnan_SWL1638_2018|EPI_ISL_336900|A_/_H1N1|2018-12-04,0,EPI_ISL_336900,A_Tianjin-Jinnan_SWL1638_2018,A_/_H1N1,2018-12-04
A_Tianjin-Nankai_SWL11007_2019|EPI_ISL_402178|A_/_H1N1|2019-11-13,0,EPI_ISL_402178,A_Tianjin-Nankai_SWL11007_2019,A_/_H1N1,2019-11-13
A_Tianjin-Nankai_SWL110_2020|EPI_ISL_485560|A_/_H1N1|2020-01-01,0,EPI_ISL_485560,A_Tianjin-Nankai_SWL110_2020,A_/_H1N1,2020-01-01
A_Tianjin-Nankai_SWL11218_2019|EPI_ISL_410706|A_/_H1N1|2019-12-18,0,EPI_ISL_410706,A_Tianjin-Nankai_SWL11218_2019,A_/_H1N1,2019-12-18
A_Tianjin-Nankai_SWL1364_2019|EPI_ISL_367238|A_/_H1N1|2019-03-06,0,EPI_ISL_367238,A_Tianjin-Nankai_SWL1364_2019,A_/_H1N1,2019-03-06
A_Tianjin-Nankai_SWL1522_2023|EPI_ISL_18068918|A_/_H1N1|2023-04-03,2,EPI_ISL_18068918,A_Tianjin-Nankai_SWL1522_2023,A_/_H1N1,2023-04-03
A_Tianjin-Nankai_SWL1627_2016|EPI_ISL_225333|A_/_H1N1|2016-05-16,0,EPI_ISL_225333,A_Tianjin-Nankai_SWL1627_2016,A_/_H1N1,2016-05-16
A_Tianjin-Nankai_SWL1669_2010|EPI_ISL_74949|A_/_H1N1|2010-01-04,0,EPI_ISL_74949,A_Tianjin-Nankai_SWL1669_2010,A_/_H1N1,2010-01-04
A_Tianjin-Nankai_SWL1692_2010|EPI_ISL_75007|A_/_H1N1|2010-01-12,0,EPI_ISL_75007,A_Tianjin-Nankai_SWL1692_2010,A_/_H1N1,2010-01-12
A_Tianjin-Nankai_SWL1938_2019|EPI_ISL_410712|A_/_H1N1|2019-10-28,0,EPI_ISL_410712,A_Tianjin-Nankai_SWL1938_2019,A_/_H1N1,2019-10-28
A_Tianjin-Nankai_SWL317_2019|EPI_ISL_337375|A_/_H1N1|2019-01-08,0,EPI_ISL_337375,A_Tianjin-Nankai_SWL317_2019,A_/_H1N1,2019-01-08
A_Tianjin-Nankai_SWL413_2010|EPI_ISL_74910|A_/_H1N1|2010-01-04,0,EPI_ISL_74910,A_Tianjin-Nankai_SWL413_2010,A_/_H1N1,2010-01-04
A_Tianjin-Ninghe_SWL43_2010|EPI_ISL_74950|A_/_H1N1|2010-01-04,0,EPI_ISL_74950,A_Tianjin-Ninghe_SWL43_2010,A_/_H1N1,2010-01-04
A_Tianjin-baodi_1606_2018|EPI_ISL_334550|A_/_H1N1|2018-12-11,0,EPI_ISL_334550,A_Tianjin-baodi_1606_2018,A_/_H1N1,2018-12-11
A_Tianjin_00030_2020|EPI_ISL_5159430|A_/_H1N1|2020-12-28,0,EPI_ISL_5159430,A_Tianjin_00030_2020,A_/_H1N1,2020-12-28
A_Tianjinhedong_SWL156_2013|EPI_ISL_155730|A_/_H1N1|2013-03-21,0,EPI_ISL_155730,A_Tianjinhedong_SWL156_2013,A_/_H1N1,2013-03-21
A_Tianjinhedong_SWL44_2011|EPI_ISL_108540|A_/_H1N1|2011-01-08,0,EPI_ISL_108540,A_Tianjinhedong_SWL44_2011,A_/_H1N1,2011-01-08
A_Tianjinjinnan_SWL41_2011|EPI_ISL_108541|A_/_H1N1|2011-01-28,0,EPI_ISL_108541,A_Tianjinjinnan_SWL41_2011,A_/_H1N1,2011-01-28
A_Tianjinnankai_SWL49_2010|EPI_ISL_108538|A_/_H1N1|2010-01-02,0,EPI_ISL_108538,A_Tianjinnankai_SWL49_2010,A_/_H1N1,2010-01-02
A_WuhanHanyang_232984H1_2023|EPI_ISL_17672265|A_/_H1N1|2023-03-23,0,EPI_ISL_17672265,A_WuhanHanyang_232984H1_2023,A_/_H1N1,2023-03-23
A_WuhanJiangan_230642H1_2023|EPI_ISL_17671168|A_/_H1N1|2023-03-28,2,EPI_ISL_17671168,A_WuhanJiangan_230642H1_2023,A_/_H1N1,2023-03-28
A_WuhanQiaokou_230380H1_2023|EPI_ISL_17256563|A_/_H1N1|2023-03-06,2,EPI_ISL_17256563,A_WuhanQiaokou_230380H1_2023,A_/_H1N1,2023-03-06
A_WuhanQiaokou_230383H1_2023|EPI_ISL_17373660|A_/_H1N1|2023-03-07,2,EPI_ISL_17373660,A_WuhanQiaokou_230383H1_2023,A_/_H1N1,2023-03-07
A_WuhanQiaokou_231945_2023|EPI_ISL_18465920|A_/_H1N1|2023-10-17,2,EPI_ISL_18465920,A_WuhanQiaokou_231945_2023,A_/_H1N1,2023-10-17
A_WuhanWuchang_230210H1_2023|EPI_ISL_17373981|A_/_H1N1|2023-03-14,2,EPI_ISL_17373981,A_WuhanWuchang_230210H1_2023,A_/_H1N1,2023-03-14
A_XiaMen_SWL1123_2013|EPI_ISL_177819|A_/_H1N1|2013-04-15,0,EPI_ISL_177819,A_XiaMen_SWL1123_2013,A_/_H1N1,2013-04-15
A_XiaMen_SWL1272_2014|EPI_ISL_177866|A_/_H1N1|2014-04-07,0,EPI_ISL_177866,A_XiaMen_SWL1272_2014,A_/_H1N1,2014-04-07
A_XiaMen_SWL1280_2013|EPI_ISL_177831|A_/_H1N1|2013-06-17,0,EPI_ISL_177831,A_XiaMen_SWL1280_2013,A_/_H1N1,2013-06-17
A_XiaMen_SWL1352_2013|EPI_ISL_177833|A_/_H1N1|2013-07-16,0,EPI_ISL_177833,A_XiaMen_SWL1352_2013,A_/_H1N1,2013-07-16
A_XiaMen_SWL135_2013|EPI_ISL_177810|A_/_H1N1|2013-01-28,0,EPI_ISL_177810,A_XiaMen_SWL135_2013,A_/_H1N1,2013-01-28
A_XiaMen_SWL1427_2013|EPI_ISL_177835|A_/_H1N1|2013-08-05,0,EPI_ISL_177835,A_XiaMen_SWL1427_2013,A_/_H1N1,2013-08-05
A_XiaMen_SWL1744_2013|EPI_ISL_177847|A_/_H1N1|2013-11-19,0,EPI_ISL_177847,A_XiaMen_SWL1744_2013,A_/_H1N1,2013-11-19
A_XiaMen_SWL314_2013|EPI_ISL_177846|A_/_H1N1|2013-11-14,0,EPI_ISL_177846,A_XiaMen_SWL314_2013,A_/_H1N1,2013-11-14
A_XiaMen_SWL316_2013|EPI_ISL_177845|A_/_H1N1|2013-11-14,0,EPI_ISL_177845,A_XiaMen_SWL316_2013,A_/_H1N1,2013-11-14
A_XiaMen_SWL34_2013|EPI_ISL_177822|A_/_H1N1|2013-04-18,0,EPI_ISL_177822,A_XiaMen_SWL34_2013,A_/_H1N1,2013-04-18
A_XiaMen_SWL37_2013|EPI_ISL_177823|A_/_H1N1|2013-04-19,0,EPI_ISL_177823,A_XiaMen_SWL37_2013,A_/_H1N1,2013-04-19
A_XiaMen_SWL53_2014|EPI_ISL_177855|A_/_H1N1|2014-01-08,0,EPI_ISL_177855,A_XiaMen_SWL53_2014,A_/_H1N1,2014-01-08
A_Xiamen_s116_2015|EPI_ISL_245473|A_/_H1N1|2015-08-16,0,EPI_ISL_245473,A_Xiamen_s116_2015,A_/_H1N1,2015-08-16
A_Xiamen_s170_2016|EPI_ISL_245482|A_/_H1N1|2016-03-16,0,EPI_ISL_245482,A_Xiamen_s170_2016,A_/_H1N1,2016-03-16
A_Xiamen_s173_2016|EPI_ISL_245483|A_/_H1N1|2016-03-21,0,EPI_ISL_245483,A_Xiamen_s173_2016,A_/_H1N1,2016-03-21
A_Xiamen_s178_2016|EPI_ISL_245484|A_/_H1N1|2016-03-28,0,EPI_ISL_245484,A_Xiamen_s178_2016,A_/_H1N1,2016-03-28
A_Xiamen_s179_2016|EPI_ISL_245485|A_/_H1N1|2016-04-06,0,EPI_ISL_245485,A_Xiamen_s179_2016,A_/_H1N1,2016-04-06
A_Xiamen_s186_2016|EPI_ISL_245479|A_/_H1N1|2016-02-22,0,EPI_ISL_245479,A_Xiamen_s186_2016,A_/_H1N1,2016-02-22
A_Xiamen_s187_2016|EPI_ISL_245480|A_/_H1N1|2016-02-22,0,EPI_ISL_245480,A_Xiamen_s187_2016,A_/_H1N1,2016-02-22
A_Xiamen_s195_2016|EPI_ISL_245476|A_/_H1N1|2016-02-11,0,EPI_ISL_245476,A_Xiamen_s195_2016,A_/_H1N1,2016-02-11
A_Xiamen_s197_2016|EPI_ISL_245477|A_/_H1N1|2016-02-15,0,EPI_ISL_245477,A_Xiamen_s197_2016,A_/_H1N1,2016-02-15
A_Xiamen_s203_2016|EPI_ISL_245475|A_/_H1N1|2016-02-01,0,EPI_ISL_245475,A_Xiamen_s203_2016,A_/_H1N1,2016-02-01
A_Xiamen_s205_2016|EPI_ISL_245481|A_/_H1N1|2016-02-24,0,EPI_ISL_245481,A_Xiamen_s205_2016,A_/_H1N1,2016-02-24
A_Xiamen_s212_2016|EPI_ISL_245474|A_/_H1N1|2016-01-22,0,EPI_ISL_245474,A_Xiamen_s212_2016,A_/_H1N1,2016-01-22
A_Xiamen_s217_2016|EPI_ISL_245478|A_/_H1N1|2016-02-15,0,EPI_ISL_245478,A_Xiamen_s217_2016,A_/_H1N1,2016-02-15
A_Xiamen_s225_2016|EPI_ISL_245486|A_/_H1N1|2016-05-17,0,EPI_ISL_245486,A_Xiamen_s225_2016,A_/_H1N1,2016-05-17
A_Xiamen_s27_2015|EPI_ISL_245472|A_/_H1N1|2015-05-16,0,EPI_ISL_245472,A_Xiamen_s27_2015,A_/_H1N1,2015-05-16
A_Xin-Jiang-Tianshan_SWL11151_2013|EPI_ISL_153324|A_/_H1N1|2013-11-12,0,EPI_ISL_153324,A_Xin-Jiang-Tianshan_SWL11151_2013,A_/_H1N1,2013-11-12
A_Xinjiang-Aletai_SWL1179_2023|EPI_ISL_18068938|A_/_H1N1|2023-02-20,2,EPI_ISL_18068938,A_Xinjiang-Aletai_SWL1179_2023,A_/_H1N1,2023-02-20
A_Xinjiang-Aletai_SWL1269_2023|EPI_ISL_18068978|A_/_H1N1|2023-03-07,2,EPI_ISL_18068978,A_Xinjiang-Aletai_SWL1269_2023,A_/_H1N1,2023-03-07
A_Xinjiang-Aletai_SWL132_2019|EPI_ISL_367308|A_/_H1N1|2019-01-08,0,EPI_ISL_367308,A_Xinjiang-Aletai_SWL132_2019,A_/_H1N1,2019-01-08
A_Xinjiang-Atushi_1631_2018|EPI_ISL_349802|A_/_H1N1|2018-11-19,0,EPI_ISL_349802,A_Xinjiang-Atushi_1631_2018,A_/_H1N1,2018-11-19
A_Xinjiang-Atushi_SWL1444_2024|EPI_ISL_19291268|A_/_H1N1|2024-05-14,2,EPI_ISL_19291268,A_Xinjiang-Atushi_SWL1444_2024,A_/_H1N1,2024-05-14
A_Xinjiang-Atushi_SWL1631_2018|EPI_ISL_344424|A_/_H1N1|2018-11-19,0,EPI_ISL_344424,A_Xinjiang-Atushi_SWL1631_2018,A_/_H1N1,2018-11-19
A_Xinjiang-Atushi_SWL1655_2018|EPI_ISL_334562|A_/_H1N1|2018-11-27,0,EPI_ISL_334562,A_Xinjiang-Atushi_SWL1655_2018,A_/_H1N1,2018-11-27
A_Xinjiang-Atushi_SWL1995_2024|EPI_ISL_19674964|A_/_H1N1|2024-12-02,2,EPI_ISL_19674964,A_Xinjiang-Atushi_SWL1995_2024,A_/_H1N1,2024-12-02
A_Xinjiang-Atushi_SWL2330_2024|EPI_ISL_19291184|A_/_H1N1|2024-04-05,2,EPI_ISL_19291184,A_Xinjiang-Atushi_SWL2330_2024,A_/_H1N1,2024-04-05
A_Xinjiang-Bole_SWL11482_2023|EPI_ISL_18068716|A_/_H1N1|2023-03-01,2,EPI_ISL_18068716,A_Xinjiang-Bole_SWL11482_2023,A_/_H1N1,2023-03-01
A_Xinjiang-Changji_SWL11112_2023|EPI_ISL_18068746|A_/_H1N1|2023-03-27,2,EPI_ISL_18068746,A_Xinjiang-Changji_SWL11112_2023,A_/_H1N1,2023-03-27
A_Xinjiang-Changji_SWL1498_2018|EPI_ISL_334567|A_/_H1N1|2018-10-30,0,EPI_ISL_334567,A_Xinjiang-Changji_SWL1498_2018,A_/_H1N1,2018-10-30
A_Xinjiang-Dabancheng_SWL313_2018|EPI_ISL_334565|A_/_H1N1|2018-11-23,0,EPI_ISL_334565,A_Xinjiang-Dabancheng_SWL313_2018,A_/_H1N1,2018-11-23
A_Xinjiang-Gaochang_SWL1204_2023|EPI_ISL_18068893|A_/_H1N1|2023-03-07,2,EPI_ISL_18068893,A_Xinjiang-Gaochang_SWL1204_2023,A_/_H1N1,2023-03-07
A_Xinjiang-Gaochang_SWL1472_2024|EPI_ISL_19599440|A_/_H1N1|2024-10-10,2,EPI_ISL_19599440,A_Xinjiang-Gaochang_SWL1472_2024,A_/_H1N1,2024-10-10
A_Xinjiang-Gaochang_SWL1562_2024|EPI_ISL_19599356|A_/_H1N1|2024-11-06,2,EPI_ISL_19599356,A_Xinjiang-Gaochang_SWL1562_2024,A_/_H1N1,2024-11-06
A_Xinjiang-Gaochang_SWL1590_2018|EPI_ISL_337319|A_/_H1N1|2018-12-12,0,EPI_ISL_337319,A_Xinjiang-Gaochang_SWL1590_2018,A_/_H1N1,2018-12-12
A_Xinjiang-Hutubi_SWL115_2010|EPI_ISL_75045|A_/_H1N1|2010-02-07,0,EPI_ISL_75045,A_Xinjiang-Hutubi_SWL115_2010,A_/_H1N1,2010-02-07
A_Xinjiang-Hutubi_SWL117_2010|EPI_ISL_75046|A_/_H1N1|2010-02-07,0,EPI_ISL_75046,A_Xinjiang-Hutubi_SWL117_2010,A_/_H1N1,2010-02-07
A_Xinjiang-Hutubi_SWL118_2010|EPI_ISL_75047|A_/_H1N1|2010-02-08,0,EPI_ISL_75047,A_Xinjiang-Hutubi_SWL118_2010,A_/_H1N1,2010-02-08
A_Xinjiang-Hutubi_SWL1205_2023|EPI_ISL_18069046|A_/_H1N1|2023-03-02,2,EPI_ISL_18069046,A_Xinjiang-Hutubi_SWL1205_2023,A_/_H1N1,2023-03-02
A_Xinjiang-Hutubi_SWL1236_2023|EPI_ISL_18068894|A_/_H1N1|2023-03-16,2,EPI_ISL_18068894,A_Xinjiang-Hutubi_SWL1236_2023,A_/_H1N1,2023-03-16
A_Xinjiang-Hutubi_SWL1557_2018|EPI_ISL_334577|A_/_H1N1|2018-11-23,0,EPI_ISL_334577,A_Xinjiang-Hutubi_SWL1557_2018,A_/_H1N1,2018-11-23
A_Xinjiang-Hutubi_SWL1565_2018|EPI_ISL_334568|A_/_H1N1|2018-11-20,0,EPI_ISL_334568,A_Xinjiang-Hutubi_SWL1565_2018,A_/_H1N1,2018-11-20
A_Xinjiang-Kashi_SWL1125_2024|EPI_ISL_19290996|A_/_H1N1|2024-02-07,2,EPI_ISL_19290996,A_Xinjiang-Kashi_SWL1125_2024,A_/_H1N1,2024-02-07
A_Xinjiang-Kelamayi_1142_2019|EPI_ISL_344253|A_/_H1N1|2019-02-13,0,EPI_ISL_344253,A_Xinjiang-Kelamayi_1142_2019,A_/_H1N1,2019-02-13
A_Xinjiang-Kuerle_SWL11096_2024|EPI_ISL_19675050|A_/_H1N1|2024-11-05,2,EPI_ISL_19675050,A_Xinjiang-Kuerle_SWL11096_2024,A_/_H1N1,2024-11-05
A_Xinjiang-Kuerle_SWL1149_2024|EPI_ISL_19291099|A_/_H1N1|2024-03-05,2,EPI_ISL_19291099,A_Xinjiang-Kuerle_SWL1149_2024,A_/_H1N1,2024-03-05
A_Xinjiang-Kuerle_SWL1675_2019|EPI_ISL_410624|A_/_H1N1|2019-12-14,0,EPI_ISL_410624,A_Xinjiang-Kuerle_SWL1675_2019,A_/_H1N1,2019-12-14
A_Xinjiang-Kuerle_SWL2833_2023|EPI_ISL_18820575|A_/_H1N1|2023-11-01,2,EPI_ISL_18820575,A_Xinjiang-Kuerle_SWL2833_2023,A_/_H1N1,2023-11-01
A_Xinjiang-Luntai_SWL51_2023|EPI_ISL_18069045|A_/_H1N1|2023-03-04,2,EPI_ISL_18069045,A_Xinjiang-Luntai_SWL51_2023,A_/_H1N1,2023-03-04
A_Xinjiang-Midong_SWL1558_2018|EPI_ISL_334575|A_/_H1N1|2018-10-31,0,EPI_ISL_334575,A_Xinjiang-Midong_SWL1558_2018,A_/_H1N1,2018-10-31
A_Xinjiang-Midong_SWL1561_2018|EPI_ISL_334587|A_/_H1N1|2018-11-01,0,EPI_ISL_334587,A_Xinjiang-Midong_SWL1561_2018,A_/_H1N1,2018-11-01
A_Xinjiang-Midong_SWL1565_2018|EPI_ISL_337339|A_/_H1N1|2018-11-03,0,EPI_ISL_337339,A_Xinjiang-Midong_SWL1565_2018,A_/_H1N1,2018-11-03
A_Xinjiang-Midong_SWL1598_2018|EPI_ISL_334571|A_/_H1N1|2018-11-12,0,EPI_ISL_334571,A_Xinjiang-Midong_SWL1598_2018,A_/_H1N1,2018-11-12
A_Xinjiang-Midong_SWL1603_2018|EPI_ISL_334557|A_/_H1N1|2018-11-14,0,EPI_ISL_334557,A_Xinjiang-Midong_SWL1603_2018,A_/_H1N1,2018-11-14
A_Xinjiang-Midong_SWL1614_2018|EPI_ISL_334564|A_/_H1N1|2018-11-17,0,EPI_ISL_334564,A_Xinjiang-Midong_SWL1614_2018,A_/_H1N1,2018-11-17
A_Xinjiang-Midong_SWL1642_2018|EPI_ISL_334563|A_/_H1N1|2018-11-25,0,EPI_ISL_334563,A_Xinjiang-Midong_SWL1642_2018,A_/_H1N1,2018-11-25
A_Xinjiang-Tacheng_SWL1205_2023|EPI_ISL_18068839|A_/_H1N1|2023-03-10,2,EPI_ISL_18068839,A_Xinjiang-Tacheng_SWL1205_2023,A_/_H1N1,2023-03-10
A_Xinjiang-Tianshan_SWL11008_2018|EPI_ISL_334576|A_/_H1N1|2018-11-06,0,EPI_ISL_334576,A_Xinjiang-Tianshan_SWL11008_2018,A_/_H1N1,2018-11-06
A_Xinjiang-Tianshan_SWL11064_2018|EPI_ISL_334574|A_/_H1N1|2018-11-16,0,EPI_ISL_334574,A_Xinjiang-Tianshan_SWL11064_2018,A_/_H1N1,2018-11-16
A_Xinjiang-Tianshan_SWL11123_2018|EPI_ISL_334566|A_/_H1N1|2018-11-26,0,EPI_ISL_334566,A_Xinjiang-Tianshan_SWL11123_2018,A_/_H1N1,2018-11-26
A_Xinjiang-Tianshan_SWL11163_2018|EPI_ISL_334570|A_/_H1N1|2018-10-18,0,EPI_ISL_334570,A_Xinjiang-Tianshan_SWL11163_2018,A_/_H1N1,2018-10-18
A_Xinjiang-Tianshan_SWL11167_2018|EPI_ISL_337385|A_/_H1N1|2018-11-17,0,EPI_ISL_337385,A_Xinjiang-Tianshan_SWL11167_2018,A_/_H1N1,2018-11-17
A_Xinjiang-Tianshan_SWL11169_2018|EPI_ISL_334569|A_/_H1N1|2018-11-22,0,EPI_ISL_334569,A_Xinjiang-Tianshan_SWL11169_2018,A_/_H1N1,2018-11-22
A_Xinjiang-Tianshan_SWL1119_2010|EPI_ISL_75037|A_/_H1N1|2010-02-01,0,EPI_ISL_75037,A_Xinjiang-Tianshan_SWL1119_2010,A_/_H1N1,2010-02-01
A_Xinjiang-Tianshan_SWL11815_2024|EPI_ISL_19599398|A_/_H1N1|2024-10-11,2,EPI_ISL_19599398,A_Xinjiang-Tianshan_SWL11815_2024,A_/_H1N1,2024-10-11
A_Xinjiang-Tianshan_SWL11975_2024|EPI_ISL_19599380|A_/_H1N1|2024-11-04,2,EPI_ISL_19599380,A_Xinjiang-Tianshan_SWL11975_2024,A_/_H1N1,2024-11-04
A_Xinjiang-Tianshan_SWL1860_2018|EPI_ISL_334527|A_/_H1N1|2018-10-19,0,EPI_ISL_334527,A_Xinjiang-Tianshan_SWL1860_2018,A_/_H1N1,2018-10-19
A_Xinjiang-Tianshan_SWL1884_2018|EPI_ISL_334558|A_/_H1N1|2018-10-20,0,EPI_ISL_334558,A_Xinjiang-Tianshan_SWL1884_2018,A_/_H1N1,2018-10-20
A_Xinjiang-Tianshan_SWL32_2018|EPI_ISL_334573|A_/_H1N1|2018-11-19,0,EPI_ISL_334573,A_Xinjiang-Tianshan_SWL32_2018,A_/_H1N1,2018-11-19
A_Xinjiang-Tianshan_SWL331_2018|EPI_ISL_334559|A_/_H1N1|2018-11-22,0,EPI_ISL_334559,A_Xinjiang-Tianshan_SWL331_2018,A_/_H1N1,2018-11-22
A_Xinjiang-Yanqihuizuzizhi_SWL2133_2024|EPI_ISL_19675049|A_/_H1N1|2024-10-31,2,EPI_ISL_19675049,A_Xinjiang-Yanqihuizuzizhi_SWL2133_2024,A_/_H1N1,2024-10-31
A_Xinjiang-Yizhou_SWL1189_2023|EPI_ISL_18068932|A_/_H1N1|2023-03-09,2,EPI_ISL_18068932,A_Xinjiang-Yizhou_SWL1189_2023,A_/_H1N1,2023-03-09
A_Xinjiang-Yizhou_SWL134_2019|EPI_ISL_337377|A_/_H1N1|2019-01-10,0,EPI_ISL_337377,A_Xinjiang-Yizhou_SWL134_2019,A_/_H1N1,2019-01-10
A_Xinjiang_IME-180106_2018|EPI_ISL_18388398|A_/_H1N1|2018-03-06,0,EPI_ISL_18388398,A_Xinjiang_IME-180106_2018,A_/_H1N1,2018-03-06
A_YOKOHAMA_99_2018|EPI_ISL_344290|A_/_H1N1|2018-09-22,0,EPI_ISL_344290,A_YOKOHAMA_99_2018,A_/_H1N1,2018-09-22
A_Yunnan-Anning_SWL1247_2017|EPI_ISL_270648|A_/_H1N1|2017-04-11,0,EPI_ISL_270648,A_Yunnan-Anning_SWL1247_2017,A_/_H1N1,2017-04-11
A_Yunnan-Anning_SWL1910_2016|EPI_ISL_242526|A_/_H1N1|2016-12-05,0,EPI_ISL_242526,A_Yunnan-Anning_SWL1910_2016,A_/_H1N1,2016-12-05
A_Yunnan-Changning_SWL510_2023|EPI_ISL_18068630|A_/_H1N1|2023-04-26,2,EPI_ISL_18068630,A_Yunnan-Changning_SWL510_2023,A_/_H1N1,2023-04-26
A_Yunnan-Chuxiong_SWL1283_2015|EPI_ISL_178034|A_/_H1N1|2015-02-24,0,EPI_ISL_178034,A_Yunnan-Chuxiong_SWL1283_2015,A_/_H1N1,2015-02-24
A_Yunnan-Chuxiong_SWL1496_2017|EPI_ISL_278680|A_/_H1N1|2017-06-05,0,EPI_ISL_278680,A_Yunnan-Chuxiong_SWL1496_2017,A_/_H1N1,2017-06-05
A_Yunnan-Chuxiong_SWL343_2023|EPI_ISL_18068974|A_/_H1N1|2023-03-15,2,EPI_ISL_18068974,A_Yunnan-Chuxiong_SWL343_2023,A_/_H1N1,2023-03-15
A_Yunnan-Dali_SWL1406_2017|EPI_ISL_290613|A_/_H1N1|2017-12-04,0,EPI_ISL_290613,A_Yunnan-Dali_SWL1406_2017,A_/_H1N1,2017-12-04
A_Yunnan-Dali_SWL1611_2019|EPI_ISL_367278|A_/_H1N1|2019-05-21,0,EPI_ISL_367278,A_Yunnan-Dali_SWL1611_2019,A_/_H1N1,2019-05-21
A_Yunnan-Eshanyizuzizhi_SWL319_2018|EPI_ISL_367330|A_/_H1N1|2018-12-11,0,EPI_ISL_367330,A_Yunnan-Eshanyizuzizhi_SWL319_2018,A_/_H1N1,2018-12-11
A_Yunnan-Guandu_SWL110_2020|EPI_ISL_485481|A_/_H1N1|2020-01-03,0,EPI_ISL_485481,A_Yunnan-Guandu_SWL110_2020,A_/_H1N1,2020-01-03
A_Yunnan-Guandu_SWL1832_2018|EPI_ISL_334529|A_/_H1N1|2018-12-03,0,EPI_ISL_334529,A_Yunnan-Guandu_SWL1832_2018,A_/_H1N1,2018-12-03
